item_index,asin,title
30,0783111509,Zeus and Roxanne (1997)
1211,B00CSW08XM,Stag (1997)
747,B00000JMP0,In the Line of Duty 2 (1987)
1011,B000CEV3K0,Faces (1968)
429,6304197314,Six of a Kind (1934)
438,6304234635,Carnosaur 3: Primal Species (1996)
420,6304153694,For the Moment (1994)
206,6302281725,"Loves of Carmen, The (1948)"
1049,B000OU082G,Broken English (1996)
417,6304142889,"Search for One-eye Jimmy, The (1996)"
759,B0000214FG,"Bat Whispers, The (1930)"
1173,B007PXYVMI,Unhook the Stars (1996)
640,6305663068,Slaughterhouse (1987)
1233,B00GOVRVTM,"Machine, The (1994)"
667,630580785X,"Ilsa, She Wolf of the SS (1974)"
1069,B00175VSBM,Asylum (1972)
659,6305765669,"Son of the Sheik, The (1926)"
416,6304142854,"Low Life, The (1994)"
116,1572526564,Digging to China (1998)
607,6305447187,"Hi-Lo Country, The (1998)"
443,6304270798,Miss Julie (1999)
362,6303948871,"Stars Fell on Henrietta, The (1995)"
1106,B002E01LPC,Lamerica (1994)
286,6303358381,Kika (1993)
425,6304167970,Race the Sun (1996)
247,6303042260,Young and Innocent (1937)
504,6304680104,Devil Girl From Mars (1954)
957,B00009VTX4,Incognito (1997)
730,B00000IBLO,Talk of Angels (1998)
1312,B012G7IWYA,Captives (1994)
1256,B00KTJ0PU2,Savior (1998)
495,6304580878,Glory Daze (1996)
1023,B000FFJYL6,Mirage (1995)
624,6305564450,Broadway Damage (1997)
106,0964278928,Paris Was a Woman (1995)
931,B00006FDBO,Eaten Alive (1976)
1121,B0039WGU82,Bluebeard (1944)
202,6302247268,Railroaded! (1947)
179,6301802373,Something for Everyone (1970)
896,B00005BCP5,Skipped Parts (2000)
117,1572528060,"Collectionneuse, La (1967)"
532,6304965680,Little Men (1998)
355,6303929591,Squanto: A Warrior's Tale (1994)
1171,B007IV4ODS,Beauty (1998)
666,6305807671,"Castaway Cowboy, The (1974)"
693,630592273X,3 Strikes (2000)
863,B000051S5P,Went to Coney Island on a Mission From God... Be Back by Five (1998)
402,6304079907,"Very Natural Thing, A (1974)"
1189,B00AIA86OY,Moonlight Murder (1936)
735,B00000ICK1,Year of the Horse (1997)
1097,B001UJUGZO,Possession (1981)
746,B00000JMOO,Male and Female (1919)
756,B00001W9G9,Simon Sez (1999)
1177,B0084BM7NK,August (1996)
477,6304429746,Terror in a Texas Town (1958)
216,6302587204,Brenda Starr (1989)
1074,B001A7GOG6,Resurrection Man (1998)
684,6305867674,On Our Merry Way (1948)
606,6305433887,"I Love You, I Love You Not (1996)"
981,B00067AVLU,Choices (1981)
660,6305765723,"Battle of the Sexes, The (1959)"
118,1573306932,Message to Love: The Isle of Wight Festival (1996)
646,630568393X,Hangmen Also Die (1943)
929,B000067D1S,Sunset Park (1996)
1314,B014DMSM9Q,Eden (1997)
864,B000051TVN,Cotton Mary (1999)
674,6305815178,Brown's Requiem (1998)
727,B00000G3AX,Frank and Ollie (1995)
549,6305120013,Sprung (1997)
441,630426710X,Killer: A Journal of Murder (1995)
548,6305087393,I Got the Hook Up (1998)
252,6303060048,Pot O' Gold (1941)
431,6304200544,Original Gangstas (1996)
938,B00006RCN8,Angela (1995)
970,B00020VZUM,Target (1995)
629,6305582734,Penitentiary II (1982)
815,B00003UC8T,Lucie Aubrac (1997)
946,B00007M5KF,Leather Jacket Love Story (1997)
884,B000059H8N,Bittersweet Motel (2000)
888,B00005AFST,Born American (1986)
739,B00000INVJ,Ashes of Time (1994)
1089,B001HN697M,Underworld (1997)
580,6305293007,Full Speed (1996)
573,6305242186,Smashing Time (1967)
502,6304676107,Everything Relative (1996)
679,6305836620,"Gay Deceivers, The (1969)"
274,6303294103,Foreign Student (1994)
810,B00003ETIU,Zachariah (1971)
610,6305460167,Fall Time (1995)
1107,B002E01LQ6,Impact (1949)
965,B00019331I,Anna (1996)
661,6305768374,I'll Never Forget What's 'is Name (1967)
1005,B000B5XP2O,Second Best (1994)
159,630113284X,Hillbillys in a Haunted House (1967)
1084,B001F08D9O,Happy Go Lovely (1951)
584,6305306141,Detroit 9000 (1973)
1269,B00NX18WG2,"Stranger, The (1994)"
749,B00000JNBX,Six Ways to Sunday (1997)
278,6303336884,Tough and Deadly (1995)
124,1578482739,Broken Vessels (1998)
665,6305807655,One Little Indian (1973)
